Waveno.;Adjusted
2405,5;3,68E-02
2406,5;3,72E-02
2407,5;3,76E-02
2408,5;3,81E-02
2409,5;3,91E-02
2410,5;3,90E-02
2411,5;3,99E-02
2412,5;3,99E-02
2413,5;4,05E-02
2414,5;4,04E-02
2415,5;4,11E-02
2416,5;4,10E-02
2417,5;4,11E-02
2418,5;4,18E-02
2419,5;4,16E-02
2420,5;4,21E-02
2421,5;4,19E-02
2422,5;4,18E-02
2423,5;4,21E-02
2424,5;4,23E-02
2425,5;4,27E-02
2426,5;4,25E-02
2427,5;4,25E-02
2428,5;4,23E-02
2429,5;4,18E-02
2430,5;4,25E-02
2431,5;4,17E-02
2432,5;4,25E-02
2433,5;4,22E-02
2434,5;4,20E-02
2435,5;4,22E-02
2436,5;4,12E-02
2437,5;4,07E-02
2438,5;4,13E-02
2439,5;4,16E-02
2440,5;4,08E-02
2441,5;3,99E-02
2442,5;4,05E-02
2443,5;4,05E-02
2444,5;3,91E-02
2445,5;4,00E-02
2446,5;4,00E-02
2447,5;4,00E-02
2448,5;3,99E-02
2449,5;3,96E-02
2450,5;3,81E-02
2451,5;3,89E-02
2452,5;3,90E-02
2453,5;3,99E-02
2454,5;4,00E-02
2455,5;4,00E-02
2456,5;3,92E-02
2457,5;4,01E-02
2458,5;4,07E-02
2459,5;4,00E-02
2460,5;4,11E-02
2461,5;4,14E-02
2462,5;4,12E-02
2463,5;4,05E-02
2464,5;3,99E-02
2465,5;3,95E-02
2466,5;3,86E-02
2467,5;3,81E-02
2468,5;3,83E-02
2469,5;3,80E-02
2470,5;3,79E-02
2471,5;3,60E-02
2472,5;3,67E-02
2473,5;3,66E-02
2474,5;3,67E-02
2475,5;3,60E-02
2476,5;3,67E-02
2477,5;3,55E-02
2478,5;3,68E-02
2479,5;3,60E-02
2480,5;3,68E-02
2481,5;3,72E-02
2482,5;3,70E-02
2483,5;3,61E-02
2484,5;3,73E-02
2485,5;3,74E-02
2486,5;3,71E-02
2487,5;3,68E-02
2488,5;3,77E-02
2489,5;3,74E-02
2490,5;3,70E-02
2491,5;3,75E-02
2492,5;3,77E-02
2493,5;3,61E-02
2494,5;3,53E-02
2495,5;3,69E-02
2496,5;3,74E-02
2497,5;3,70E-02
2498,5;3,73E-02
2499,5;3,71E-02
2500,5;3,73E-02
2501,5;3,72E-02
2502,5;3,66E-02
2503,5;3,65E-02
2504,5;3,59E-02
2505,5;3,65E-02
2506,5;3,65E-02
2507,5;3,64E-02
2508,5;3,59E-02
2509,5;3,61E-02
2510,5;3,56E-02
2511,5;3,43E-02
2512,5;3,42E-02
2513,5;3,54E-02
2514,5;3,36E-02
2515,5;3,32E-02
2516,5;3,46E-02
2517,5;3,42E-02
2518,5;3,42E-02
2519,5;3,43E-02
2520,5;3,40E-02
2521,5;3,41E-02
2522,5;3,35E-02
2523,5;3,34E-02
2524,5;3,28E-02
2525,5;3,26E-02
2526,5;3,17E-02
2527,5;3,24E-02
2528,5;3,16E-02
2529,5;3,17E-02
2530,5;3,10E-02
2531,5;3,14E-02
2532,5;3,10E-02
2533,5;2,91E-02
2534,5;2,93E-02
2535,5;2,99E-02
2536,5;2,82E-02
2537,5;2,89E-02
2538,5;2,87E-02
2539,5;2,80E-02
2540,5;2,81E-02
2541,5;2,77E-02
2542,5;2,73E-02
2543,5;2,68E-02
2544,5;2,58E-02
2545,5;2,57E-02
2546,5;2,50E-02
2547,5;2,39E-02
2548,5;2,41E-02
2549,5;2,44E-02
2550,5;2,34E-02
2551,5;2,38E-02
2552,5;2,39E-02
2553,5;2,40E-02
2554,5;2,48E-02
2555,5;2,49E-02
2556,5;2,43E-02
2557,5;2,35E-02
2558,5;2,53E-02
2559,5;2,42E-02
2560,5;2,56E-02
2561,5;2,59E-02
2562,5;2,58E-02
2563,5;2,56E-02
2564,5;2,44E-02
2565,5;2,26E-02
2566,5;2,52E-02
2567,5;2,43E-02
2568,5;2,26E-02
2569,5;2,13E-02
2570,5;2,14E-02
2571,5;2,15E-02
2572,5;2,01E-02
2573,5;2,13E-02
2574,5;2,22E-02
2575,5;1,94E-02
2576,5;2,07E-02
2577,5;2,01E-02
2578,5;1,89E-02
2579,5;2,15E-02
2580,5;2,00E-02
2581,5;2,07E-02
2582,5;1,82E-02
2583,5;2,25E-02
2584,5;2,13E-02
2585,5;2,02E-02
2586,5;2,35E-02
2587,5;2,27E-02
2588,5;2,19E-02
2589,5;2,15E-02
2590,5;2,16E-02
2591,5;2,06E-02
2592,5;2,42E-02
2593,5;1,89E-02
2594,5;2,46E-02
2595,5;2,47E-02
2596,5;2,18E-02
2597,5;2,43E-02
2598,5;2,36E-02
2599,5;2,28E-02
2600,5;2,08E-02
2601,5;2,32E-02
2602,5;2,46E-02
2603,5;2,42E-02
2604,5;2,39E-02
2605,5;2,14E-02
2606,5;1,93E-02
2607,5;1,66E-02
2608,5;1,87E-02
2609,5;2,38E-02
2610,5;2,44E-02
2611,5;2,45E-02
2612,5;1,99E-02
2613,5;2,43E-02
2614,5;2,37E-02
2615,5;2,46E-02
2616,5;2,46E-02
2617,5;2,40E-02
2618,5;2,26E-02
2619,5;1,89E-02
2620,5;2,25E-02
2621,5;1,75E-02
2622,5;1,39E-02
2623,5;1,97E-02
2624,5;1,84E-02
2625,5;1,78E-02
2626,5;2,29E-02
2627,5;2,28E-02
2628,5;1,73E-02
2629,5;2,21E-02
2630,5;2,25E-02
2631,5;2,23E-02
2632,5;2,17E-02
2633,5;2,17E-02
2634,5;2,20E-02
2635,5;1,59E-02
2636,5;2,09E-02
2637,5;1,50E-02
2638,5;1,29E-02
2639,5;1,99E-02
2640,5;2,15E-02
2641,5;1,93E-02
2642,5;1,49E-02
2643,5;2,07E-02
2644,5;1,62E-02
2645,5;2,06E-02
2646,5;2,12E-02
2647,5;2,07E-02
2648,5;2,01E-02
2649,5;1,42E-02
2650,5;2,06E-02
2651,5;1,51E-02
2652,5;1,87E-02
2653,5;2,08E-02
2654,5;1,96E-02
2655,5;1,41E-02
2656,5;1,87E-02
2657,5;1,52E-02
2658,5;1,95E-02
2659,5;1,50E-02
2660,5;1,47E-02
2661,5;1,98E-02
2662,5;1,88E-02
2663,5;1,35E-02
2664,5;1,85E-02
2665,5;1,83E-02
2666,5;1,36E-02
2667,5;1,90E-02
2668,5;1,96E-02
2669,5;1,92E-02
2670,5;1,93E-02
2671,5;1,85E-02
2672,5;1,33E-02
2673,5;1,84E-02
2674,5;1,79E-02
2675,5;1,47E-02
2676,5;1,42E-02
2677,5;1,27E-02
2678,5;1,64E-02
2679,5;1,86E-02
2680,5;1,26E-02
2681,5;1,72E-02
2682,5;1,74E-02
2683,5;1,76E-02
2684,5;1,82E-02
2685,5;1,81E-02
2686,5;1,77E-02
2687,5;1,80E-02
2688,5;1,77E-02
2689,5;1,38E-02
2690,5;1,74E-02
2691,5;1,67E-02
2692,5;1,27E-02
2693,5;1,54E-02
2694,5;1,54E-02
2695,5;1,18E-02
2696,5;1,65E-02
2697,5;1,58E-02
2698,5;1,66E-02
2699,5;1,67E-02
2700,5;1,79E-02
2701,5;1,76E-02
2702,5;1,61E-02
2703,5;1,71E-02
2704,5;1,61E-02
2705,5;1,70E-02
2706,5;1,46E-02
2707,5;1,49E-02
2708,5;1,31E-02
2709,5;1,46E-02
2710,5;1,44E-02
2711,5;1,24E-02
2712,5;1,39E-02
2713,5;1,50E-02
2714,5;1,28E-02
2715,5;1,18E-02
2716,5;1,11E-02
2717,5;1,21E-02
2718,5;1,11E-02
2719,5;1,21E-02
2720,5;5,25E-03
2721,5;9,06E-03
2722,5;8,60E-03
2723,5;7,80E-03
2724,5;1,37E-02
2725,5;1,24E-02
2726,5;8,39E-03
2727,5;1,49E-02
2728,5;1,52E-02
2729,5;1,31E-02
2730,5;1,31E-02
2731,5;1,45E-02
2732,5;1,44E-02
2733,5;1,54E-02
2734,5;1,56E-02
2735,5;1,45E-02
2736,5;1,37E-02
2737,5;1,30E-02
2738,5;1,08E-02
2739,5;1,32E-02
2740,5;1,49E-02
2741,5;1,11E-02
2742,5;1,17E-02
2743,5;1,39E-02
2744,5;1,39E-02
2745,5;1,42E-02
2746,5;1,45E-02
2747,5;1,28E-02
2748,5;1,45E-02
2749,5;1,36E-02
2750,5;1,30E-02
2751,5;1,01E-02
2752,5;1,27E-02
2753,5;8,97E-03
2754,5;1,39E-02
2755,5;1,38E-02
2756,5;8,69E-03
2757,5;1,17E-02
2758,5;1,17E-02
2759,5;1,32E-02
2760,5;1,41E-02
2761,5;1,34E-02
2762,5;1,27E-02
2763,5;1,33E-02
2764,5;9,16E-03
2765,5;1,27E-02
2766,5;1,20E-02
2767,5;8,78E-03
2768,5;9,34E-03
2769,5;1,06E-02
2770,5;1,17E-02
2771,5;1,04E-02
2772,5;7,68E-03
2773,5;1,13E-02
2774,5;1,27E-02
2775,5;1,29E-02
2776,5;1,20E-02
2777,5;8,54E-03
2778,5;1,17E-02
2779,5;9,85E-03
2780,5;1,03E-02
2781,5;1,18E-02
2782,5;9,06E-03
2783,5;8,04E-03
2784,5;1,09E-02
2785,5;8,70E-03
2786,5;1,08E-02
2787,5;7,58E-03
2788,5;8,99E-03
2789,5;7,88E-03
2790,5;1,06E-02
2791,5;7,88E-03
2792,5;9,62E-03
2793,5;1,08E-02
2794,5;1,11E-02
2795,5;1,03E-02
2796,5;7,00E-03
2797,5;7,11E-03
2798,5;8,64E-03
2799,5;8,74E-03
2800,5;1,02E-02
2801,5;5,97E-03
2802,5;8,55E-03
2803,5;7,94E-03
2804,5;1,01E-02
2805,5;9,33E-03
2806,5;1,16E-02
2807,5;1,07E-02
2808,5;9,93E-03
2809,5;8,15E-03
2810,5;9,15E-03
2811,5;8,95E-03
2812,5;7,35E-03
2813,5;6,89E-03
2814,5;8,36E-03
2815,5;8,90E-03
2816,5;8,74E-03
2817,5;9,54E-03
2818,5;8,81E-03
2819,5;7,75E-03
2820,5;8,29E-03
2821,5;7,78E-03
2822,5;7,49E-03
2823,5;7,86E-03
2824,5;5,88E-03
2825,5;7,03E-03
2826,5;1,02E-02
2827,5;6,73E-03
2828,5;6,27E-03
2829,5;9,14E-03
2830,5;8,18E-03
2831,5;8,13E-03
2832,5;9,52E-03
2833,5;8,70E-03
2834,5;7,90E-03
2835,5;8,52E-03
2836,5;9,72E-03
2837,5;9,19E-03
2838,5;7,71E-03
2839,5;9,67E-03
2840,5;9,01E-03
2841,5;8,18E-03
2842,5;8,99E-03
2843,5;8,71E-03
2844,5;8,72E-03
2845,5;6,71E-03
2846,5;9,32E-03
2847,5;8,50E-03
2848,5;8,26E-03
2849,5;9,16E-03
2850,5;8,12E-03
2851,5;8,99E-03
2852,5;9,42E-03
2853,5;8,28E-03
2854,5;7,03E-03
2855,5;7,58E-03
2856,5;8,74E-03
2857,5;8,38E-03
2858,5;7,41E-03
2859,5;8,95E-03
2860,5;9,12E-03
2861,5;8,22E-03
2862,5;7,60E-03
2863,5;7,60E-03
2864,5;6,34E-03
2865,5;6,64E-03
2866,5;7,00E-03
2867,5;7,23E-03
2868,5;7,13E-03
2869,5;9,02E-03
2870,5;7,99E-03
2871,5;6,92E-03
2872,5;8,22E-03
2873,5;6,98E-03
2874,5;6,58E-03
2875,5;6,56E-03
2876,5;7,10E-03
2877,5;7,18E-03
2878,5;6,73E-03
2879,5;5,28E-03
2880,5;8,02E-03
2881,5;8,07E-03
2882,5;8,37E-03
2883,5;7,16E-03
2884,5;5,65E-03
2885,5;4,43E-03
2886,5;6,47E-03
2887,5;7,72E-03
2888,5;7,41E-03
2889,5;7,34E-03
2890,5;7,09E-03
2891,5;7,75E-03
2892,5;7,44E-03
2893,5;4,02E-03
2894,5;5,68E-03
2895,5;3,93E-03
2896,5;5,15E-03
2897,5;6,26E-03
2898,5;7,64E-03
2899,5;6,68E-03
2900,5;6,64E-03
2901,5;5,19E-03
2902,5;6,65E-03
2903,5;7,27E-03
2904,5;5,94E-03
2905,5;4,83E-03
2906,5;2,96E-03
2907,5;5,23E-03
2908,5;6,64E-03
2909,5;5,97E-03
2910,5;6,47E-03
2911,5;5,58E-03
2912,5;6,04E-03
2913,5;6,89E-03
2914,5;7,05E-03
2915,5;6,63E-03
2916,5;1,39E-03
2917,5;2,71E-03
2918,5;5,11E-03
2919,5;5,50E-03
2920,5;6,40E-03
2921,5;6,31E-03
2922,5;6,26E-03
2923,5;6,84E-03
2924,5;6,55E-03
2925,5;6,42E-03
2926,5;3,03E-03
2927,5;1,34E-03
2928,5;5,09E-03
2929,5;5,50E-03
2930,5;3,38E-03
2931,5;5,46E-03
2932,5;4,24E-03
2933,5;1,65E-03
2934,5;3,75E-03
2935,5;2,15E-03
2936,5;3,13E-03
2937,5;6,57E-04
2938,5;2,82E-03
2939,5;5,67E-03
2940,5;5,55E-03
2941,5;6,02E-03
2942,5;6,14E-03
2943,5;5,04E-03
2944,5;5,35E-03
2945,5;4,54E-03
2946,5;4,08E-03
2947,5;2,10E-03
2948,5;1,34E-03
2949,5;4,88E-03
2950,5;5,64E-03
2951,5;5,97E-03
2952,5;5,65E-03
2953,5;3,02E-03
2954,5;2,60E-03
2955,5;2,60E-03
2956,5;2,70E-03
2957,5;2,40E-03
2958,5;3,87E-04
2959,5;4,36E-03
2960,5;4,44E-03
2961,5;1,61E-03
2962,5;4,44E-03
2963,5;4,96E-03
2964,5;4,04E-03
2965,5;2,64E-03
2966,5;2,16E-03
2967,5;2,95E-03
2968,5;3,87E-04
2969,5;2,58E-03
2970,5;4,21E-03
2971,5;3,88E-03
2972,5;2,80E-03
2973,5;1,18E-03
2974,5;1,97E-03
2975,5;2,41E-03
2976,5;3,77E-03
2977,5;1,95E-03
2978,5;5,16E-04
2979,5;1,84E-03
2980,5;1,41E-03
2981,5;2,54E-03
2982,5;3,00E-03
2983,5;3,25E-03
2984,5;1,98E-03
2985,5;4,07E-03
2986,5;3,31E-03
2987,5;9,23E-04
2988,5;6,31E-04
2989,5;1,51E-03
2990,5;3,68E-03
2991,5;2,15E-03
2992,5;1,35E-03
2993,5;1,60E-03
2994,5;1,09E-03
2995,5;1,75E-03
2996,5;3,68E-03
2997,5;3,85E-03
2998,5;2,83E-03
2999,5;2,61E-03
